phase,url,title,title_length,duplicate_title,meta_description,description_length,duplicate_description,h1,h1_count,canonical,lang,og_title,og_description,og_url,og_image,twitter_card,author,issues,production_status
after,https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,Kujo Backlog Normalizer — Kujo Agent Skill | Kujolang.ai,56,no,"Use this skill when converting Kujo audit findings, drift reports, release blockers, DocGen gaps, Dependabot/security triage, or recurring automation output into fix-ready backlog tasks using Scout, PatchBrief, ChangeBucket, Spec, ShipCheck, DocGen evidence, and RunLedger context.",281,no,Kujo Backlog Normalizer,1,https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,en,Kujo Backlog Normalizer — Kujo Agent Skill,"Use this skill when converting Kujo audit findings, drift reports, release blockers, DocGen gaps, Dependabot/security triage, or recurring automation output into fix-ready backlog tasks using Scout, PatchBrief, ChangeBucket, Spec, ShipCheck, DocGen evidence, and RunLedger context.",https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,https://kujolang.ai/assets/images/social/kujo-backlog-normalizer.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,Kujo Benchmarks Capsule — Kujo Agent Skill | Kujolang.ai,56,no,"Use this skill when running, validating, comparing, or maintaining the Capsule benchmark tool: `bin/capsule`, `make`, `inspect`, `validate`, `--stable`, `--dry-run`, `capsule.json`, `capsule.md`, `manifest.json`, fixture projects, benchmark evidence, or benchmarks-capsule source/test changes.",293,no,Kujo Benchmarks Capsule,1,https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,en,Kujo Benchmarks Capsule — Kujo Agent Skill,"Use this skill when running, validating, comparing, or maintaining the Capsule benchmark tool: `bin/capsule`, `make`, `inspect`, `validate`, `--stable`, `--dry-run`, `capsule.json`, `capsule.md`, `manifest.json`, fixture projects, benchmark evidence, or benchmarks-capsule source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,https://kujolang.ai/assets/images/social/kujo-benchmarks-capsule-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-bluepencil-workflows/,Kujo BluePencil — Kujo Agent Skill | Kujolang.ai,48,no,"Use when operating or maintaining BluePencil editorial review and calibration: eight-dimension reviews, blockers, verdicts, reviewer disagreement, style/brand/claims/format/accessibility checks, blind calibration, signed bundles, model-adapter conformance, reports, or BluePencil CLI/source/tests.",297,no,Kujo BluePencil,1,https://kujolang.ai/ecosystem/skills/kujo-bluepencil-workflows/,en,Kujo BluePencil — Kujo Agent Skill,"Use when operating or maintaining BluePencil editorial review and calibration: eight-dimension reviews, blockers, verdicts, reviewer disagreement, style/brand/claims/format/accessibility checks, blind calibration, signed bundles, model-adapter conformance, reports, or BluePencil CLI/source/tests.",https://kujolang.ai/ecosystem/skills/kujo-bluepencil-workflows/,https://kujolang.ai/assets/images/social/kujo-bluepencil-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,Kujo Casefile — Kujo Agent Skill | Kujolang.ai,46,no,"Use this skill when capturing, reviewing, handing off, cleaning, or maintaining Casefile local failure evidence bundles: `casefile.kujo`, `casefile.toml`, `.casefile/`, `capture`, `show latest`, `list`, `doctor`, `clean`, `--from-log`, `--manual`, `--mirror-exit-code`, redaction, path safety, or Casefile CLI/tests/source changes.",331,no,Kujo Casefile,1,https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,en,Kujo Casefile — Kujo Agent Skill,"Use this skill when capturing, reviewing, handing off, cleaning, or maintaining Casefile local failure evidence bundles: `casefile.kujo`, `casefile.toml`, `.casefile/`, `capture`, `show latest`, `list`, `doctor`, `clean`, `--from-log`, `--manual`, `--mirror-exit-code`, redaction, path safety, or Casefile CLI/tests/source changes.",https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,https://kujolang.ai/assets/images/social/kujo-casefile-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,Kujo ChangeBucket — Kujo Agent Skill | Kujolang.ai,50,no,"Use this skill when measuring or enforcing code-change footprint with ChangeBucket: `changebucket`, `changebucket check`, `--json`, `--markdown`, `--output`, `--base`, `--head`, `--repo`, budget flags, risk/blast-radius reports, file-category counts, generated markdown reports, or ChangeBucket CLI/tests/source changes.",320,no,Kujo ChangeBucket,1,https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,en,Kujo ChangeBucket — Kujo Agent Skill,"Use this skill when measuring or enforcing code-change footprint with ChangeBucket: `changebucket`, `changebucket check`, `--json`, `--markdown`, `--output`, `--base`, `--head`, `--repo`, budget flags, risk/blast-radius reports, file-category counts, generated markdown reports, or ChangeBucket CLI/tests/source changes.",https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,https://kujolang.ai/assets/images/social/kujo-changebucket-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,Kujo CLI Contracts — Kujo Agent Skill | Kujolang.ai,51,no,"Use this skill when changing Kujo CLI output, exit codes, diagnostics, `--json` payloads, `--json-runtime-diagnostics`, LSP helper JSON, formatter/linter/docgen JSON, or automation/toolchain compatibility behavior.",214,no,Kujo CLI Contracts,1,https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,en,Kujo CLI Contracts — Kujo Agent Skill,"Use this skill when changing Kujo CLI output, exit codes, diagnostics, `--json` payloads, `--json-runtime-diagnostics`, LSP helper JSON, formatter/linter/docgen JSON, or automation/toolchain compatibility behavior.",https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,https://kujolang.ai/assets/images/social/kujo-cli-contracts.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,Kujo CMS — Kujo Agent Skill | Kujolang.ai,41,no,"Use the Kujo CMS workflow skill for content, identity, SEO, themes, plugins, abilities, connectors, WebMCP, operations, tests, and release gates.",145,no,Kujo CMS,1,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,en,Kujo CMS — Kujo Agent Skill,"Use the Kujo CMS workflow skill for content, identity, SEO, themes, plugins, abilities, connectors, WebMCP, operations, tests, and release gates.",https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,https://kujolang.ai/assets/images/social/kujo-cms-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,Kujo Concord — Kujo Agent Skill | Kujolang.ai,45,no,"Use this skill when scanning, reporting, triaging, or maintaining Concord artifact-drift checks for Kujo ecosystem repositories: `concord scan`, `check`, `report`, `tasks`, `--format json`, `--output`, CLI/docs drift, Spec/Eval alignment, manifest/docs alignment, version consistency, example validity, source-of-truth findings, `.dogfood/concord/` outputs, or Concord CLI/source/test changes.",393,no,Kujo Concord,1,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,en,Kujo Concord — Kujo Agent Skill,"Use this skill when scanning, reporting, triaging, or maintaining Concord artifact-drift checks for Kujo ecosystem repositories: `concord scan`, `check`, `report`, `tasks`, `--format json`, `--output`, CLI/docs drift, Spec/Eval alignment, manifest/docs alignment, version consistency, example validity, source-of-truth findings, `.dogfood/concord/` outputs, or Concord CLI/source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,https://kujolang.ai/assets/images/social/kujo-concord-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,Kujo ContentGraph — Kujo Agent Skill | Kujolang.ai,50,no,"Use when building, inspecting, comparing, explaining, analyzing, exporting, or consuming deterministic ContentGraph artifacts, incremental graph caches, link-opportunity reports, GraphML/SARIF exports, or ContentGraph source/tests.",231,no,Kujo ContentGraph,1,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,en,Kujo ContentGraph — Kujo Agent Skill,"Use when building, inspecting, comparing, explaining, analyzing, exporting, or consuming deterministic ContentGraph artifacts, incremental graph caches, link-opportunity reports, GraphML/SARIF exports, or ContentGraph source/tests.",https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,https://kujolang.ai/assets/images/social/kujo-contentgraph-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-core-language/,Kujo Core Language — Kujo Agent Skill | Kujolang.ai,51,no,"Use this skill when writing, editing, explaining, or reviewing Kujo `.kujo` source code, including syntax, bindings, imports, functions, control flow, collections, truthiness, runtime errors, and VM-first execution defaults.",224,no,Kujo Core Language,1,https://kujolang.ai/ecosystem/skills/kujo-core-language/,en,Kujo Core Language — Kujo Agent Skill,"Use this skill when writing, editing, explaining, or reviewing Kujo `.kujo` source code, including syntax, bindings, imports, functions, control flow, collections, truthiness, runtime errors, and VM-first execution defaults.",https://kujolang.ai/ecosystem/skills/kujo-core-language/,https://kujolang.ai/assets/images/social/kujo-core-language.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,Kujo Cross-Repo Dogfood Runner — Kujo Agent Skill | Kujolang.ai,63,no,"Use this skill when running recurring cross-repo Kujo dogfood checks, weekly/monthly ecosystem automation, tool interoperability audits, or multi-repo evidence collection using Concord, Fence, Scout, ChangeBucket, PatchBrief, Scent, RunLedger, Casefile, DocGen, and Muzzle.",273,no,Kujo Cross-Repo Dogfood Runner,1,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,en,Kujo Cross-Repo Dogfood Runner — Kujo Agent Skill,"Use this skill when running recurring cross-repo Kujo dogfood checks, weekly/monthly ecosystem automation, tool interoperability audits, or multi-repo evidence collection using Concord, Fence, Scout, ChangeBucket, PatchBrief, Scent, RunLedger, Casefile, DocGen, and Muzzle.",https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,https://kujolang.ai/assets/images/social/kujo-cross-repo-dogfood-runner.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,Kujo CRUD API — Kujo Agent Skill | Kujolang.ai,46,no,"Use this skill when running, testing, extending, or maintaining the CRUD API showcase: `main.kujo`, SQLite item/project APIs, Next.js playground, auth strategies, smoke tests, frontend lint/build, DR/performance drills, API contracts, release checklist, or `crud-api` source/docs changes.",288,no,Kujo CRUD API,1,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,en,Kujo CRUD API — Kujo Agent Skill,"Use this skill when running, testing, extending, or maintaining the CRUD API showcase: `main.kujo`, SQLite item/project APIs, Next.js playground, auth strategies, smoke tests, frontend lint/build, DR/performance drills, API contracts, release checklist, or `crud-api` source/docs changes.",https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,https://kujolang.ai/assets/images/social/kujo-crud-api-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,Kujo Dependabot Alert Triage — Kujo Agent Skill | Kujolang.ai,61,no,"Use this skill when triaging GitHub Dependabot or security alerts across Kujo repos, summarizing affected repositories/packages/severity/status/patched versions/PR state/next actions, creating fix-ready tasks, or maintaining a Strata running list. Do not dismiss alerts or mutate GitHub security state without explicit authorization.",333,no,Kujo Dependabot Alert Triage,1,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,en,Kujo Dependabot Alert Triage — Kujo Agent Skill,"Use this skill when triaging GitHub Dependabot or security alerts across Kujo repos, summarizing affected repositories/packages/severity/status/patched versions/PR state/next actions, creating fix-ready tasks, or maintaining a Strata running list. Do not dismiss alerts or mutate GitHub security state without explicit authorization.",https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,https://kujolang.ai/assets/images/social/kujo-dependabot-alert-triage.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,Kujo Dispatch — Kujo Agent Skill | Kujolang.ai,46,no,"Use this skill when running, inspecting, extending, or maintaining Dispatch reliable AI workflow orchestration: `dispatch.kujo`, `kujo run dispatch.kujo`, `demo`, `resume`, `templates`, `runs`, `show`, `inspect`, `doctor`, `cleanup`, `export-run`, `import-run`, workflow templates, declarative workflow files, plugins, approval gates, trace/report/state artifacts, tool policy profiles, bundle signing, offline fixture runs, SDK bridge integration, or Dispatch CLI/tests/source changes.",486,no,Kujo Dispatch,1,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,en,Kujo Dispatch — Kujo Agent Skill,"Use this skill when running, inspecting, extending, or maintaining Dispatch reliable AI workflow orchestration: `dispatch.kujo`, `kujo run dispatch.kujo`, `demo`, `resume`, `templates`, `runs`, `show`, `inspect`, `doctor`, `cleanup`, `export-run`, `import-run`, workflow templates, declarative workflow files, plugins, approval gates, trace/report/state artifacts, tool policy profiles, bundle signing, offline fixture runs, SDK bridge integration, or Dispatch CLI/tests/source changes.",https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,https://kujolang.ai/assets/images/social/kujo-dispatch-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,Kujo DocGen And DocsGen — Kujo Agent Skill | Kujolang.ai,56,no,"Use this skill when working on Kujo DocGen/DocsGen (`kujo docgen`), generated documentation, docs-as-contract surfaces, agent-readable JSON/gap outputs, documentation coverage gates, public-only docs gates, link validation, adapter extraction, README/reference alignment, or example smoke policy.",296,no,Kujo DocGen And DocsGen,1,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,en,Kujo DocGen And DocsGen — Kujo Agent Skill,"Use this skill when working on Kujo DocGen/DocsGen (`kujo docgen`), generated documentation, docs-as-contract surfaces, agent-readable JSON/gap outputs, documentation coverage gates, public-only docs gates, link validation, adapter extraction, README/reference alignment, or example smoke policy.",https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,https://kujolang.ai/assets/images/social/kujo-docgen-agent-readable.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,Kujo DocGen Public Docs Refresh — Kujo Agent Skill | Kujolang.ai,64,no,"Use this skill when refreshing Kujo DocGen public docs, generated documentation, agent-readable JSON/gap outputs, coverage gates, README/reference alignment, or example smoke policy after readiness or docs-drift evidence. Use `kujo docgen` and validate before committing; do not publish or deploy without explicit supported authorization.",338,no,Kujo DocGen Public Docs Refresh,1,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,en,Kujo DocGen Public Docs Refresh — Kujo Agent Skill,"Use this skill when refreshing Kujo DocGen public docs, generated documentation, agent-readable JSON/gap outputs, coverage gates, README/reference alignment, or example smoke policy after readiness or docs-drift evidence. Use `kujo docgen` and validate before committing; do not publish or deploy without explicit supported authorization.",https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,https://kujolang.ai/assets/images/social/kujo-docgen-public-docs-refresh.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,Kujo Docs Drift Auditor — Kujo Agent Skill | Kujolang.ai,56,no,"Use this skill when auditing Kujo documentation drift, README/reference mismatches, generated-doc staleness, CLI/docs drift, example validity, or recurring docs health using Concord, Scout, PatchBrief, Lens, DocGen, and Muzzle evidence.",236,no,Kujo Docs Drift Auditor,1,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,en,Kujo Docs Drift Auditor — Kujo Agent Skill,"Use this skill when auditing Kujo documentation drift, README/reference mismatches, generated-doc staleness, CLI/docs drift, example validity, or recurring docs health using Concord, Scout, PatchBrief, Lens, DocGen, and Muzzle evidence.",https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,https://kujolang.ai/assets/images/social/kujo-docs-drift-auditor.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,Kujo Dossier — Kujo Agent Skill | Kujolang.ai,45,no,"Use when operating or maintaining Dossier evidence ledgers: claims, sources, captured support, evidence classification, conflicts, quotations, consent, rights, freshness, verification, packets, reports, exports, encryption/signing adapters, or Dossier CLI/source/tests.",269,no,Kujo Dossier,1,https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,en,Kujo Dossier — Kujo Agent Skill,"Use when operating or maintaining Dossier evidence ledgers: claims, sources, captured support, evidence classification, conflicts, quotations, consent, rights, freshness, verification, packets, reports, exports, encryption/signing adapters, or Dossier CLI/source/tests.",https://kujolang.ai/ecosystem/skills/kujo-dossier-workflows/,https://kujolang.ai/assets/images/social/kujo-dossier-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,Kujo Ecosystem Launch — Kujo Agent Skill | Kujolang.ai,54,no,"Use this skill when releasing a Kujo ecosystem tool, workflow, skill pack, or agent team and synchronizing its verified public web presence: implementation hardening, clean-install proof, version and changelog alignment, ShipCheck and repository gates, GitHub commit/tag/release operations, Kujolang.ai or agents.kujolang.ai catalog pages, Kujo dither heroes or agent portraits, Howl social cards, metadata/schema/sitemap/RSS/robots/llms.txt updates, SEO and AI-search auditing, deployment, live verification, or a release-only/site-only recovery pass.",552,no,Kujo Ecosystem Launch,1,https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,en,Kujo Ecosystem Launch — Kujo Agent Skill,"Use this skill when releasing a Kujo ecosystem tool, workflow, skill pack, or agent team and synchronizing its verified public web presence: implementation hardening, clean-install proof, version and changelog alignment, ShipCheck and repository gates, GitHub commit/tag/release operations, Kujolang.ai or agents.kujolang.ai catalog pages, Kujo dither heroes or agent portraits, Howl social cards, metadata/schema/sitemap/RSS/robots/llms.txt updates, SEO and AI-search auditing, deployment, live verification, or a release-only/site-only recovery pass.",https://kujolang.ai/ecosystem/skills/kujo-ecosystem-launch/,https://kujolang.ai/assets/images/social/kujo-ecosystem-launch.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,Kujo Enterprise Automation — Kujo Agent Skill | Kujolang.ai,59,no,"Use this skill when designing Kujo automation for CI, policy gates, operational workflows, enterprise-safe scripting, audit logs, machine-readable reports, or capability-minimal production runs.",194,no,Kujo Enterprise Automation,1,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,en,Kujo Enterprise Automation — Kujo Agent Skill,"Use this skill when designing Kujo automation for CI, policy gates, operational workflows, enterprise-safe scripting, audit logs, machine-readable reports, or capability-minimal production runs.",https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,https://kujolang.ai/assets/images/social/kujo-enterprise-automation.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,Kujo Eval — Kujo Agent Skill | Kujolang.ai,42,no,"Use this skill when creating, running, debugging, or maintaining Kujo Eval deterministic evaluation suites: `eval.json`, `kujo run main.kujo run`, `report`, `compare`, `lint`, `list-checks`, `snapshots`, `policy-explain`, `verify-manifest`, snapshot tests, JSON/HTTP/file/command checks, Eval artifacts, policy profiles, CI gates, or Eval CLI/source/test changes.",363,no,Kujo Eval,1,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,en,Kujo Eval — Kujo Agent Skill,"Use this skill when creating, running, debugging, or maintaining Kujo Eval deterministic evaluation suites: `eval.json`, `kujo run main.kujo run`, `report`, `compare`, `lint`, `list-checks`, `snapshots`, `policy-explain`, `verify-manifest`, snapshot tests, JSON/HTTP/file/command checks, Eval artifacts, policy profiles, CI gates, or Eval CLI/source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,https://kujolang.ai/assets/images/social/kujo-eval-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,Kujo Fence — Kujo Agent Skill | Kujolang.ai,43,no,"Use this skill when setting up, running, interpreting, integrating, or maintaining Fence architecture-boundary checks for Kujo ecosystem repositories: `fence.kujo`, `fence.toml`, `fence-baseline.json`, `init`, `validate`, `check`, `explain`, `graph`, `baseline create`, `--changed-only`, `--baseline`, JSON/Markdown/SARIF reports, CI gates, zone rules, import-boundary violations, or Fence CLI/source/test changes.",414,no,Kujo Fence,1,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,en,Kujo Fence — Kujo Agent Skill,"Use this skill when setting up, running, interpreting, integrating, or maintaining Fence architecture-boundary checks for Kujo ecosystem repositories: `fence.kujo`, `fence.toml`, `fence-baseline.json`, `init`, `validate`, `check`, `explain`, `graph`, `baseline create`, `--changed-only`, `--baseline`, JSON/Markdown/SARIF reports, CI gates, zone rules, import-boundary violations, or Fence CLI/source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,https://kujolang.ai/assets/images/social/kujo-fence-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,Kujo GalleyPack — Kujo Agent Skill | Kujolang.ai,48,no,"Use when operating or maintaining GalleyPack production packages: artifact checksums, lineage, evidence/review attachments, package build/freeze, claim comparison, exact-version diff and drift validation, signed trees, archive/object-store adapters, exports, or GalleyPack CLI/source/tests.",290,no,Kujo GalleyPack,1,https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,en,Kujo GalleyPack — Kujo Agent Skill,"Use when operating or maintaining GalleyPack production packages: artifact checksums, lineage, evidence/review attachments, package build/freeze, claim comparison, exact-version diff and drift validation, signed trees, archive/object-store adapters, exports, or GalleyPack CLI/source/tests.",https://kujolang.ai/ecosystem/skills/kujo-galleypack-workflows/,https://kujolang.ai/assets/images/social/kujo-galleypack-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,Kujo Howl — Kujo Agent Skill | Kujolang.ai,42,no,"Use this skill when creating, validating, rendering, reviewing, or maintaining Howl showcase artifacts for Kujo examples: `howl init`, `howl validate`, `howl list`, `howl show`, `howl caption`, `howl render`, `howl.json`, `examples/*.kujo`, `dist/howl/`, deterministic SVG/Markdown/HTML cards, static galleries, social captions, or Howl CLI/source/test changes.",361,no,Kujo Howl,1,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,en,Kujo Howl — Kujo Agent Skill,"Use this skill when creating, validating, rendering, reviewing, or maintaining Howl showcase artifacts for Kujo examples: `howl init`, `howl validate`, `howl list`, `howl show`, `howl caption`, `howl render`, `howl.json`, `examples/*.kujo`, `dist/howl/`, deterministic SVG/Markdown/HTML cards, static galleries, social captions, or Howl CLI/source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,https://kujolang.ai/assets/images/social/kujo-howl-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,Kujo Kennel — Kujo Agent Skill | Kujolang.ai,44,no,"Use this skill when inspecting, using, validating, or maintaining Kennel package/dependency workflows: `kennel.kujo`, package manifests, lockfiles, file dependencies, static indexes and mirrors, trust policy, source policy, semver range resolution, local hosted-registry lifecycle, install/update/validate behavior, release gates, or `kennel` source/test changes.",363,no,Kujo Kennel,1,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,en,Kujo Kennel — Kujo Agent Skill,"Use this skill when inspecting, using, validating, or maintaining Kennel package/dependency workflows: `kennel.kujo`, package manifests, lockfiles, file dependencies, static indexes and mirrors, trust policy, source policy, semver range resolution, local hosted-registry lifecycle, install/update/validate behavior, release gates, or `kennel` source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,https://kujolang.ai/assets/images/social/kujo-kennel-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,Kujo Language Implementation — Kujo Agent Skill | Kujolang.ai,61,no,"Use this skill when contributing to Kujo's Rust implementation: lexer, parser, AST, diagnostics, compiler, VM, interpreter, module loader, native functions, CLI, LSP, DocGen, JIT, or runtime security boundaries.",211,no,Kujo Language Implementation,1,https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,en,Kujo Language Implementation — Kujo Agent Skill,"Use this skill when contributing to Kujo's Rust implementation: lexer, parser, AST, diagnostics, compiler, VM, interpreter, module loader, native functions, CLI, LSP, DocGen, JIT, or runtime security boundaries.",https://kujolang.ai/ecosystem/skills/kujo-language-implementation/,https://kujolang.ai/assets/images/social/kujo-language-implementation.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,Kujo Lens — Kujo Agent Skill | Kujolang.ai,42,no,"Use this skill when setting up, running, interpreting, or maintaining Lens deterministic browser and visual QA workflows: `lens check`, `lens check --quick`, `lens inspect`, `lens flow`, `.lens.toml`, `.lens/runs/`, `lens-report.json`, Agent Repair Briefs, screenshots, accessibility checks, link checks, visual baselines, CI action wiring, RunLedger/Howl output, or Lens source/test changes.",392,no,Kujo Lens,1,https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,en,Kujo Lens — Kujo Agent Skill,"Use this skill when setting up, running, interpreting, or maintaining Lens deterministic browser and visual QA workflows: `lens check`, `lens check --quick`, `lens inspect`, `lens flow`, `.lens.toml`, `.lens/runs/`, `lens-report.json`, Agent Repair Briefs, screenshots, accessibility checks, link checks, visual baselines, CI action wiring, RunLedger/Howl output, or Lens source/test changes.",https://kujolang.ai/ecosystem/skills/kujo-lens-workflows/,https://kujolang.ai/assets/images/social/kujo-lens-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,Kujo Loop Engineering — Kujo Agent Skill | Kujolang.ai,54,no,"Use this skill when an agent should work through a bounded engineering task in an arbitrary repository with the Kujo loop-engineering harness: repo-local `.loop-engineering/` initialization, Markdown checklist classification, scoped local fixes only, deterministic eval gates, per-iteration evidence, structured external blockers, optional small commits/pushes, optional Strata handoff, and a fixed final summary contract.",422,no,Kujo Loop Engineering,1,https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,en,Kujo Loop Engineering — Kujo Agent Skill,"Use this skill when an agent should work through a bounded engineering task in an arbitrary repository with the Kujo loop-engineering harness: repo-local `.loop-engineering/` initialization, Markdown checklist classification, scoped local fixes only, deterministic eval gates, per-iteration evidence, structured external blockers, optional small commits/pushes, optional Strata handoff, and a fixed final summary contract.",https://kujolang.ai/ecosystem/skills/kujo-loop-engineering-workflows/,https://kujolang.ai/assets/images/social/kujo-loop-engineering-workflows.jpg,summary_large_image,Kujo Team,,200
after,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,Kujo Maintainer Review — Kujo Agent Skill | Kujolang.ai,55,no,"Use this skill when asked to review Kujo code, PRs, patches, examples, docs, CLI changes, native API changes, security boundaries, runtime parity work, or release-readiness changes like a strict Kujo maintainer.",211,no,Kujo Maintainer Review,1,https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,en,Kujo Maintainer Review — Kujo Agent Skill,"Use this skill when asked to review Kujo code, PRs, patches, examples, docs, CLI changes, native API changes, security boundaries, runtime parity work, or release-readiness changes like a strict Kujo maintainer.",https://kujolang.ai/ecosystem/skills/kujo-maintainer-review/,https://kujolang.ai/assets/images/social/kujo-maintainer-review.jpg,summary_large_image,Kujo Team,,200
