phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://kujolang.ai/ecosystem/siteprobe/,content/ecosystem/40-siteprobe.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/siteprobe/,200,SiteProbe — Kujo Ecosystem | Kujolang.ai,40,"A deterministic, bounded website crawler for pages, links, redirects, metadata, structured data, sitemaps, robots evidence, and comparable runs.",144,SiteProbe,H2:Quick Install > H2:Give this prompt to your agent > H1:SiteProbe > H2:What it does > H2:Bounded crawl evidence > H2:Why it belongs in Kujo > H2:Operating boundary > H2:Learn more > H2:Source and catalog,246,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,8,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,2005250bfa894900791c4f3073f6d841feb11598e6517c34ac3191cac7877427,
after,https://kujolang.ai/ecosystem/skills/,generated route,collection,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/,200,Skills | Kujolang.ai,20,"Browse all 83 repository-backed Kujo Agent Skills released in kujo-skills 0.2.0, including language, tooling, safety, release, and WebOps guidance.",147,Skills,H2:Quick Install > H2:Give this prompt to your agent > H1:Skills > H2:Skill catalog > H2:Agents SDK > H2:Kujo AI Chat > H2:Kujo AI SDK > H2:Kujo Backlog Normalizer > H2:Kujo Benchmarks Capsule > H2:Kujo Casefile > H2:Kujo ChangeBucket > H2:Kujo CLI Contracts > H2:Kujo CMS > H2:Kujo Concord > H2:Kujo ContentGraph > H2:Kujo Core Language > H2:Kujo Cross-Repo Dogfood Runner > H2:Kujo CRUD API > H2:Kujo Dependabot Alert Triage > H2:Kujo Dispatch > H2:Kujo DocGen And DocsGen > H2:Kujo DocGen Public Docs Refresh > H2:Kujo Docs Drift Auditor > H2:Kujo Enterprise Automation > H2:Kujo Eval > H2:Kujo Fence > H2:Kujo Howl > H2:Kujo Kennel > H2:Kujo Language Implementation > H2:Kujo Lens > H2:Kujo Loop Engineering > H2:Kujo Maintainer Review > H2:Kujo MCP > H2:Kujo Muzzle > H2:Kujo PackWrite > H2:Kujo PatchBrief > H2:Kujo RAG > H2:Kujo Readiness Auditor > H2:Kujo Redact > H2:Kujo Relay > H2:Kujo Release Gate Runner > H2:Kujo RunLedger > H2:Kujo Runtime Parity > H2:Kujo Scent > H2:Kujo Scout > H2:Kujo Searchbridge > H2:Kujo Security Hardening > H2:Kujo ShipCheck > H2:Kujo SiteKit Repository > H2:Kujo SiteKit > H2:Kujo Siteprobe > H2:Kujo Skill Auditor > H2:Kujo Spec > H2:Kujo SSG > H2:Kujo Standard Library > H2:Kujo Testing And Release Gates > H2:Kujo Tool Building > H2:Kujo Tribunal > H2:Kujo Watchdog > H2:Kujo Workcell > H2:Webops Accessibility Review > H2:Webops AI Search Visibility > H2:Webops Analytics Analysis > H2:Webops Backlink And Mention Analysis > H2:Webops Cannibalization > H2:Webops Capability Preflight > H2:Webops Competitor Intelligence > H2:Webops Content Accuracy > H2:Webops Content Decay > H2:Webops Content Gap > H2:Webops Content Portfolio > H2:Webops Content Pruning > H2:Webops Distribution > H2:Webops Indexation > H2:Webops Information Architecture > H2:Webops Internal Linking > H2:Webops Keyword Opportunity > H2:Webops Link Health > H2:Webops Longitudinal Findings > H2:Webops Reporting > H2:Webops Schema And Metadata > H2:Webops Search Performance > H2:Webops Search Standards Watch > H2:Webops Search Submission > H2:Webops Site Profile > H2:Webops Technical SEO > H2:Webops Web Performance,1794,en,,,Kujo Team,no,CollectionPage|Organization,398,276,8,0,NOT AVAILABLE — DATA ACCESS REQUIRED,86,0,0,1,no,yes,no,no,5f63e8053a0657ee1462dfac7558e1a896993e230d92b1ab2e402f5f8f7aa7e9,
after,https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,content/skills/001-kujo-agents-sdk-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-agents-sdk-workflows/,200,Agents SDK — Kujo Agent Skill | Kujolang.ai,43,"Use this skill when working on Kujo Agents SDK runtime primitives, examples, offline fixtures, agent runners, tools, approvals, handoffs, tracing, artifact/session/memory stores, retrieval providers, integration adapters, MCP 2026 helpers, budget limits, no-network harnesses, or `agents-sdk` source/test changes.",313,Agents SDK,H2:Quick Install > H2:Give this prompt to your agent > H1:Agents SDK > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,242,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,cada5cf810fa455ba2517f4f769b54266ad5b2cbc24abd8d7566048b4f5677c1,
after,https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,content/skills/002-kujo-ai-chat-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-ai-chat-workflows/,200,Kujo AI Chat — Kujo Agent Skill | Kujolang.ai,45,"Use this skill when running, configuring, testing, extending, or maintaining the AI Chat local multi-provider chat app: `npm run dev`, `npm run smoke`, SQLite chat state, provider profiles, encrypted API keys, SSE streaming, transcription, `bridge_chat.kujo`, HTTP/API contracts, smoke tests, or `ai-chat` source/docs changes.",326,Kujo AI Chat,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo AI Chat > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,330,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,760065baa17d1dbf763eeb821c11322b2393cb08c27a65204d7c82170d6f6222,
after,https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,content/skills/003-kujo-ai-sdk-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-ai-sdk-workflows/,200,Kujo AI SDK — Kujo Agent Skill | Kujolang.ai,44,"Use this skill when building, testing, integrating, or maintaining Kujo AI SDK provider primitives: OpenAI-compatible chat/embeddings contracts, provider presets, fixture mode, streaming callbacks, retries/backoff, redaction, live provider smoke tests, telemetry bridge examples, benchmark quality gates, release gates, or `ai-sdk` source/docs changes.",352,Kujo AI SDK,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo AI SDK > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,280,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,b095eaa10183cbeb35a6b0d9d84e418c0cd74f122c30a7cbcc2c7666b4b02416,
after,https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,content/skills/004-kujo-backlog-normalizer.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-backlog-normalizer/,200,Kujo Backlog Normalizer — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when converting Kujo audit findings, drift reports, release blockers, DocGen gaps, Dependabot/security triage, or recurring automation output into fix-ready backlog tasks using Scout, PatchBrief, ChangeBucket, Spec, ShipCheck, DocGen evidence, and RunLedger context.",281,Kujo Backlog Normalizer,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Backlog Normalizer > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,216,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,b0d06574d5a68ff1fe76ea2630021731312e97b21f7b3b6a4489d0996713ad26,
after,https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,content/skills/005-kujo-benchmarks-capsule-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-benchmarks-capsule-workflows/,200,Kujo Benchmarks Capsule — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when running, validating, comparing, or maintaining the Capsule benchmark tool: `bin/capsule`, `make`, `inspect`, `validate`, `--stable`, `--dry-run`, `capsule.json`, `capsule.md`, `manifest.json`, fixture projects, benchmark evidence, or benchmarks-capsule source/test changes.",293,Kujo Benchmarks Capsule,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Benchmarks Capsule > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,226,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,4ad7deecaaf219cca742c97a4043a9f1dc5cf4d4a120ad25e0ef84e3a0c2230c,
after,https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,content/skills/006-kujo-casefile-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-casefile-workflows/,200,Kujo Casefile — Kujo Agent Skill | Kujolang.ai,46,"Use this skill when capturing, reviewing, handing off, cleaning, or maintaining Casefile local failure evidence bundles: `casefile.kujo`, `casefile.toml`, `.casefile/`, `capture`, `show latest`, `list`, `doctor`, `clean`, `--from-log`, `--manual`, `--mirror-exit-code`, redaction, path safety, or Casefile CLI/tests/source changes.",331,Kujo Casefile,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Casefile > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,211,en,,,Kujo Team,no,Organization|SoftwareSourceCode,6,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,248ef3415c2ec6762d2e56c4bd74cafd2178a8f4a57e1e871688e0ec44138fdf,
after,https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,content/skills/007-kujo-changebucket-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-changebucket-workflows/,200,Kujo ChangeBucket — Kujo Agent Skill | Kujolang.ai,50,"Use this skill when measuring or enforcing code-change footprint with ChangeBucket: `changebucket`, `changebucket check`, `--json`, `--markdown`, `--output`, `--base`, `--head`, `--repo`, budget flags, risk/blast-radius reports, file-category counts, generated markdown reports, or ChangeBucket CLI/tests/source changes.",320,Kujo ChangeBucket,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo ChangeBucket > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,206,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,12200a16d3f30e333a3f549754594f19285a9a4ae44e8ecddf520c6d3866d491,
after,https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,content/skills/008-kujo-cli-contracts.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-cli-contracts/,200,Kujo CLI Contracts — Kujo Agent Skill | Kujolang.ai,51,"Use this skill when changing Kujo CLI output, exit codes, diagnostics, `--json` payloads, `--json-runtime-diagnostics`, LSP helper JSON, formatter/linter/docgen JSON, or automation/toolchain compatibility behavior.",214,Kujo CLI Contracts,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo CLI Contracts > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,160,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,3d20472a183b9e2fb30110f42d1754ca51cb8f7b07bd7e64272730bf812c8614,
after,https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,content/skills/009-kujo-cms-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-cms-workflows/,200,Kujo CMS — Kujo Agent Skill | Kujolang.ai,41,"Use this skill when running, validating, extending, or maintaining the Kujo CMS server-first showcase: `backend/runtime/main.kujo`, content models, delivery routes, auth boundaries, contract tests, startup compatibility, webhook/background jobs, migration safety, backup/restore, release gates, or `cms` source/docs changes.",324,Kujo CMS,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo CMS > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,243,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,42daac13fbfaac5f662c2deb08e024cc65e027fec1cb843dc8af14af834f96a6,
after,https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,content/skills/010-kujo-concord-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-concord-workflows/,200,Kujo Concord — Kujo Agent Skill | Kujolang.ai,45,"Use this skill when scanning, reporting, triaging, or maintaining Concord artifact-drift checks for Kujo ecosystem repositories: `concord scan`, `check`, `report`, `tasks`, `--format json`, `--output`, CLI/docs drift, Spec/Eval alignment, manifest/docs alignment, version consistency, example validity, source-of-truth findings, `.dogfood/concord/` outputs, or Concord CLI/source/test changes.",393,Kujo Concord,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Concord > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,255,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,73cc10ba8c182c1471bf58c951ba8534332e8b7bef6010c6fab1a260995734ea,
after,https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,content/skills/011-kujo-contentgraph-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-contentgraph-workflows/,200,Kujo ContentGraph — Kujo Agent Skill | Kujolang.ai,50,"Use when building, inspecting, comparing, exporting, or consuming deterministic ContentGraph artifacts.",103,Kujo ContentGraph,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo ContentGraph > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,132,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,4970f9295817a5ba6f3c1b1fcbda2e0156389ae9cfe299511dcab3b671abec2b,
after,https://kujolang.ai/ecosystem/skills/kujo-core-language/,content/skills/012-kujo-core-language.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-core-language/,200,Kujo Core Language — Kujo Agent Skill | Kujolang.ai,51,"Use this skill when writing, editing, explaining, or reviewing Kujo `.kujo` source code, including syntax, bindings, imports, functions, control flow, collections, truthiness, runtime errors, and VM-first execution defaults.",224,Kujo Core Language,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Core Language > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,213,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,055c8e3fe120802ac77c402d6ab8f1416e627a71fb960e2f85cf2cab78c1c5e4,
after,https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,content/skills/013-kujo-cross-repo-dogfood-runner.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-cross-repo-dogfood-runner/,200,Kujo Cross-Repo Dogfood Runner — Kujo Agent Skill | Kujolang.ai,63,"Use this skill when running recurring cross-repo Kujo dogfood checks, weekly/monthly ecosystem automation, tool interoperability audits, or multi-repo evidence collection using Concord, Fence, Scout, ChangeBucket, PatchBrief, Scent, RunLedger, Casefile, DocGen, and Muzzle.",273,Kujo Cross-Repo Dogfood Runner,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Cross-Repo Dogfood Runner > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,211,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,fc4e8d4f3feb950ec2316f4ef364e9f0392e33db6926c4a32a1f2f80bb739cf4,
after,https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,content/skills/014-kujo-crud-api-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-crud-api-workflows/,200,Kujo CRUD API — Kujo Agent Skill | Kujolang.ai,46,"Use this skill when running, testing, extending, or maintaining the CRUD API showcase: `main.kujo`, SQLite item/project APIs, Next.js playground, auth strategies, smoke tests, frontend lint/build, DR/performance drills, API contracts, release checklist, or `crud-api` source/docs changes.",288,Kujo CRUD API,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo CRUD API > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,215,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,0022923e67b4868f4c1ccc97b3cde1de3bd499d90111483f8ce8e3149bf5021f,
after,https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,content/skills/015-kujo-dependabot-alert-triage.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-dependabot-alert-triage/,200,Kujo Dependabot Alert Triage — Kujo Agent Skill | Kujolang.ai,61,"Use this skill when triaging GitHub Dependabot or security alerts across Kujo repos, summarizing affected repositories/packages/severity/status/patched versions/PR state/next actions, creating fix-ready tasks, or maintaining a Strata running list. Do not dismiss alerts or mutate GitHub security state without explicit authorization.",333,Kujo Dependabot Alert Triage,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Dependabot Alert Triage > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,232,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,18c8789a3372f47361cdb39900d59eb6bd51c30a600ecf783d2ee601dca59ee6,
after,https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,content/skills/016-kujo-dispatch-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-dispatch-workflows/,200,Kujo Dispatch — Kujo Agent Skill | Kujolang.ai,46,"Use this skill when running, inspecting, extending, or maintaining Dispatch reliable AI workflow orchestration: `dispatch.kujo`, `kujo run dispatch.kujo`, `demo`, `resume`, `templates`, `runs`, `show`, `inspect`, `doctor`, `cleanup`, `export-run`, `import-run`, workflow templates, declarative workflow files, plugins, approval gates, trace/report/state artifacts, tool policy profiles, bundle signing, offline fixture runs, SDK bridge integration, or Dispatch CLI/tests/source changes.",486,Kujo Dispatch,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Dispatch > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,270,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,995187f88f9cb6f77ee4dd778549eb12fc018fa7c344fb5abd397bc42662820e,
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,content/skills/017-kujo-docgen-agent-readable.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docgen-agent-readable/,200,Kujo DocGen And DocsGen — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when working on Kujo DocGen/DocsGen (`kujo docgen`), generated documentation, docs-as-contract surfaces, agent-readable JSON/gap outputs, documentation coverage gates, public-only docs gates, link validation, adapter extraction, README/reference alignment, or example smoke policy.",296,Kujo DocGen And DocsGen,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo DocGen And DocsGen > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,202,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,43169641d1031003925c8f6c075cc76750e0f8f166c21fe6b47649e57825bbfe,
after,https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,content/skills/018-kujo-docgen-public-docs-refresh.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docgen-public-docs-refresh/,200,Kujo DocGen Public Docs Refresh — Kujo Agent Skill | Kujolang.ai,64,"Use this skill when refreshing Kujo DocGen public docs, generated documentation, agent-readable JSON/gap outputs, coverage gates, README/reference alignment, or example smoke policy after readiness or docs-drift evidence. Use `kujo docgen` and validate before committing; do not publish or deploy without explicit supported authorization.",338,Kujo DocGen Public Docs Refresh,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo DocGen Public Docs Refresh > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,244,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,61a714a4a39f639397f9263ca5dfe1a4cc0de6bb37e76913d8e850c574c12e1c,
after,https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,content/skills/019-kujo-docs-drift-auditor.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-docs-drift-auditor/,200,Kujo Docs Drift Auditor — Kujo Agent Skill | Kujolang.ai,56,"Use this skill when auditing Kujo documentation drift, README/reference mismatches, generated-doc staleness, CLI/docs drift, example validity, or recurring docs health using Concord, Scout, PatchBrief, Lens, DocGen, and Muzzle evidence.",236,Kujo Docs Drift Auditor,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Docs Drift Auditor > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,212,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,0a8ae5ae688f470710d27413b0351b01c7daa103ef50c4132e19c0d4b512c810,
after,https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,content/skills/020-kujo-enterprise-automation.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-enterprise-automation/,200,Kujo Enterprise Automation — Kujo Agent Skill | Kujolang.ai,59,"Use this skill when designing Kujo automation for CI, policy gates, operational workflows, enterprise-safe scripting, audit logs, machine-readable reports, or capability-minimal production runs.",194,Kujo Enterprise Automation,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Enterprise Automation > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,182,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,cddbfce319e9c9facb04df65c538e2d0a61cbdf3684f2759fb5945fedf85ab49,
after,https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,content/skills/021-kujo-eval-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-eval-workflows/,200,Kujo Eval — Kujo Agent Skill | Kujolang.ai,42,"Use this skill when creating, running, debugging, or maintaining Kujo Eval deterministic evaluation suites: `eval.json`, `kujo run main.kujo run`, `report`, `compare`, `lint`, `list-checks`, `snapshots`, `policy-explain`, `verify-manifest`, snapshot tests, JSON/HTTP/file/command checks, Eval artifacts, policy profiles, CI gates, or Eval CLI/source/test changes.",363,Kujo Eval,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Eval > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,193,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,6419ac20ca365f6a5ed659b70b4344e3fff779e071b5558332f4d14dddb2ba96,
after,https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,content/skills/022-kujo-fence-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-fence-workflows/,200,Kujo Fence — Kujo Agent Skill | Kujolang.ai,43,"Use this skill when setting up, running, interpreting, integrating, or maintaining Fence architecture-boundary checks for Kujo ecosystem repositories: `fence.kujo`, `fence.toml`, `fence-baseline.json`, `init`, `validate`, `check`, `explain`, `graph`, `baseline create`, `--changed-only`, `--baseline`, JSON/Markdown/SARIF reports, CI gates, zone rules, import-boundary violations, or Fence CLI/source/test changes.",414,Kujo Fence,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Fence > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,243,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,3dee5cc911ef00f465b00a1cae6470732233846daa7ef5e443811feaddb44ecc,
after,https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,content/skills/023-kujo-howl-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-howl-workflows/,200,Kujo Howl — Kujo Agent Skill | Kujolang.ai,42,"Use this skill when creating, validating, rendering, reviewing, or maintaining Howl showcase artifacts for Kujo examples: `howl init`, `howl validate`, `howl list`, `howl show`, `howl caption`, `howl render`, `howl.json`, `examples/*.kujo`, `dist/howl/`, deterministic SVG/Markdown/HTML cards, static galleries, social captions, or Howl CLI/source/test changes.",361,Kujo Howl,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Howl > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,244,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,e224f4cab203a2c6979b67671f9e5f84fb7fe0152ee9417c0d74b99927d4757d,
after,https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,content/skills/024-kujo-kennel-workflows.md,software-detail,200,200,yes,"default index,follow",https://kujolang.ai/ecosystem/skills/kujo-kennel-workflows/,200,Kujo Kennel — Kujo Agent Skill | Kujolang.ai,44,"Use this skill when inspecting, using, validating, or maintaining Kennel package/dependency workflows: `kennel.kujo`, package manifests, lockfiles, file dependencies, static indexes and mirrors, trust policy, source policy, semver range resolution, local hosted-registry lifecycle, install/update/validate behavior, release gates, or `kennel` source/test changes.",363,Kujo Kennel,H2:Quick Install > H2:Give this prompt to your agent > H1:Kujo Kennel > H2:What it covers > H2:Released guidance > H2:Release boundary > H2:Source > H2:Source and catalog,258,en,,,Kujo Team,no,Organization|SoftwareSourceCode,3,28,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,3,0,0,2,no,yes,no,no,79e795a2dc9b652bd09e1e57ba2fec8e857783f5068349cdbaa3d41e95728c00,
