phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/ability-portable-operation-contracts-aac323bd9b20.webp,images/ability-portable-operation-contracts-aac323bd9b20.webp,Featured image for Ability,1916,821,lazy,webp,31166,True,"/images/ability-portable-operation-contracts-aac323bd9b20-640.webp 640w, /images/ability-portable-operation-contracts-aac323bd9b20-960.webp 960w, /images/ability-portable-operation-contracts-aac323bd9b20-1280.webp 1280w, /images/ability-portable-operation-contracts-aac323bd9b20.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/mcp-tool-connectors-3162b501143b.webp,images/mcp-tool-connectors-3162b501143b.webp,Featured image for MCP,1672,941,lazy,webp,267974,True,"/images/mcp-tool-connectors-3162b501143b-640.webp 640w, /images/mcp-tool-connectors-3162b501143b-960.webp 960w, /images/mcp-tool-connectors-3162b501143b-1280.webp 1280w, /images/mcp-tool-connectors-3162b501143b.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/rag-knowledge-retrieval-1a78f38afccc.webp,images/rag-knowledge-retrieval-1a78f38afccc.webp,Featured image for RAG,1672,941,lazy,webp,263842,True,"/images/rag-knowledge-retrieval-1a78f38afccc-640.webp 640w, /images/rag-knowledge-retrieval-1a78f38afccc-960.webp 960w, /images/rag-knowledge-retrieval-1a78f38afccc-1280.webp 1280w, /images/rag-knowledge-retrieval-1a78f38afccc.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/ai-sdk-provider-network-175c86bfdec2.webp,images/ai-sdk-provider-network-175c86bfdec2.webp,Featured image for AI SDK,1672,941,lazy,webp,284232,True,"/images/ai-sdk-provider-network-175c86bfdec2-640.webp 640w, /images/ai-sdk-provider-network-175c86bfdec2-960.webp 960w, /images/ai-sdk-provider-network-175c86bfdec2-1280.webp 1280w, /images/ai-sdk-provider-network-175c86bfdec2.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/agents-sdk-human-handoff-7c6891528adb.webp,images/agents-sdk-human-handoff-7c6891528adb.webp,Featured image for Agents SDK,1672,941,lazy,webp,277112,True,"/images/agents-sdk-human-handoff-7c6891528adb-640.webp 640w, /images/agents-sdk-human-handoff-7c6891528adb-960.webp 960w, /images/agents-sdk-human-handoff-7c6891528adb-1280.webp 1280w, /images/agents-sdk-human-handoff-7c6891528adb.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/scent-context-fragments-a6eb7f34ffda.webp,images/scent-context-fragments-a6eb7f34ffda.webp,Featured image for Scent,1672,941,lazy,webp,291898,True,"/images/scent-context-fragments-a6eb7f34ffda-640.webp 640w, /images/scent-context-fragments-a6eb7f34ffda-960.webp 960w, /images/scent-context-fragments-a6eb7f34ffda-1280.webp 1280w, /images/scent-context-fragments-a6eb7f34ffda.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/fence-architecture-boundary-754f3b2cd1d9.webp,images/fence-architecture-boundary-754f3b2cd1d9.webp,Featured image for Fence,1672,941,lazy,webp,289936,True,"/images/fence-architecture-boundary-754f3b2cd1d9-640.webp 640w, /images/fence-architecture-boundary-754f3b2cd1d9-960.webp 960w, /images/fence-architecture-boundary-754f3b2cd1d9-1280.webp 1280w, /images/fence-architecture-boundary-754f3b2cd1d9.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/watchdog-telemetry-alert-c8fd7a9867a7.webp,images/watchdog-telemetry-alert-c8fd7a9867a7.webp,Featured image for Watchdog,1672,941,lazy,webp,285202,True,"/images/watchdog-telemetry-alert-c8fd7a9867a7-640.webp 640w, /images/watchdog-telemetry-alert-c8fd7a9867a7-960.webp 960w, /images/watchdog-telemetry-alert-c8fd7a9867a7-1280.webp 1280w, /images/watchdog-telemetry-alert-c8fd7a9867a7.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/images/leash-mobile-approval-2ec0c1896137.webp,images/leash-mobile-approval-2ec0c1896137.webp,Featured image for Leash,1672,941,lazy,webp,272508,True,"/images/leash-mobile-approval-2ec0c1896137-640.webp 640w, /images/leash-mobile-approval-2ec0c1896137-960.webp 960w, /images/leash-mobile-approval-2ec0c1896137-1280.webp 1280w, /images/leash-mobile-approval-2ec0c1896137.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/primitives/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/rag/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/rag/,https://kujolang.ai/images/rag-knowledge-retrieval-1a78f38afccc.webp,images/rag-knowledge-retrieval-1a78f38afccc.webp,Featured image for RAG,1672,941,eager,webp,263842,True,"../../images/rag-knowledge-retrieval-1a78f38afccc-640.webp 640w, ../../images/rag-knowledge-retrieval-1a78f38afccc-960.webp 960w, ../../images/rag-knowledge-retrieval-1a78f38afccc-1280.webp 1280w, ../../images/rag-knowledge-retrieval-1a78f38afccc.webp 1672w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/rag/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/readersignal/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/readersignal/,https://kujolang.ai/images/readersignal-measurement-console-50591191a6c8.webp,images/readersignal-measurement-console-50591191a6c8.webp,Featured image for ReaderSignal,1916,821,eager,webp,19390,True,"../../images/readersignal-measurement-console-50591191a6c8-640.webp 640w, ../../images/readersignal-measurement-console-50591191a6c8-960.webp 960w, ../../images/readersignal-measurement-console-50591191a6c8-1280.webp 1280w, ../../images/readersignal-measurement-console-50591191a6c8.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/readersignal/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/redact/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/redact/,https://kujolang.ai/images/redact-document-sanitization-174419135945.webp,images/redact-document-sanitization-174419135945.webp,Featured image for Redact,1672,941,eager,webp,250472,True,"../../images/redact-document-sanitization-174419135945-640.webp 640w, ../../images/redact-document-sanitization-174419135945-960.webp 960w, ../../images/redact-document-sanitization-174419135945-1280.webp 1280w, ../../images/redact-document-sanitization-174419135945.webp 1672w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/redact/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/relay/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/relay/,https://kujolang.ai/images/relay-mission-orchestration-42814b17903e.webp,images/relay-mission-orchestration-42814b17903e.webp,Featured image for Relay,1916,821,eager,webp,28654,True,"../../images/relay-mission-orchestration-42814b17903e-640.webp 640w, ../../images/relay-mission-orchestration-42814b17903e-960.webp 960w, ../../images/relay-mission-orchestration-42814b17903e-1280.webp 1280w, ../../images/relay-mission-orchestration-42814b17903e.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/relay/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/runledger/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/runledger/,https://kujolang.ai/images/runledger-run-receipts-8d64451f3e9d.webp,images/runledger-run-receipts-8d64451f3e9d.webp,Featured image for RunLedger,1672,941,eager,webp,177314,True,"../../images/runledger-run-receipts-8d64451f3e9d-640.webp 640w, ../../images/runledger-run-receipts-8d64451f3e9d-960.webp 960w, ../../images/runledger-run-receipts-8d64451f3e9d-1280.webp 1280w, ../../images/runledger-run-receipts-8d64451f3e9d.webp 1672w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/runledger/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/scent/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/scent/,https://kujolang.ai/images/scent-context-fragments-a6eb7f34ffda.webp,images/scent-context-fragments-a6eb7f34ffda.webp,Featured image for Scent,1672,941,eager,webp,291898,True,"../../images/scent-context-fragments-a6eb7f34ffda-640.webp 640w, ../../images/scent-context-fragments-a6eb7f34ffda-960.webp 960w, ../../images/scent-context-fragments-a6eb7f34ffda-1280.webp 1280w, ../../images/scent-context-fragments-a6eb7f34ffda.webp 1672w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/scent/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/scout/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/scout/,https://kujolang.ai/images/scout-codebase-map-21d37b516748.webp,images/scout-codebase-map-21d37b516748.webp,Featured image for Scout,1672,941,eager,webp,243902,True,"../../images/scout-codebase-map-21d37b516748-640.webp 640w, ../../images/scout-codebase-map-21d37b516748-960.webp 960w, ../../images/scout-codebase-map-21d37b516748-1280.webp 1280w, ../../images/scout-codebase-map-21d37b516748.webp 1672w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/scout/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/searchbridge/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/searchbridge/,https://kujolang.ai/images/searchbridge-provider-relay-5bdd8a9da6d7.webp,images/searchbridge-provider-relay-5bdd8a9da6d7.webp,Featured image for SearchBridge,1916,821,eager,webp,23650,True,"../../images/searchbridge-provider-relay-5bdd8a9da6d7-640.webp 640w, ../../images/searchbridge-provider-relay-5bdd8a9da6d7-960.webp 960w, ../../images/searchbridge-provider-relay-5bdd8a9da6d7-1280.webp 1280w, ../../images/searchbridge-provider-relay-5bdd8a9da6d7.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/searchbridge/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/shipcheck/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/shipcheck/,https://kujolang.ai/images/shipcheck-release-containers-6dd88086a094.webp,images/shipcheck-release-containers-6dd88086a094.webp,Featured image for ShipCheck,1916,821,eager,webp,261420,True,"../../images/shipcheck-release-containers-6dd88086a094-640.webp 640w, ../../images/shipcheck-release-containers-6dd88086a094-960.webp 960w, ../../images/shipcheck-release-containers-6dd88086a094-1280.webp 1280w, ../../images/shipcheck-release-containers-6dd88086a094.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/shipcheck/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/assets/images/ecosystem/showcase-application-gallery.webp,assets/images/ecosystem/showcase-application-gallery.webp,,1916,821,eager,webp,22670,True,"/assets/images/ecosystem/showcase-application-gallery-640.webp 640w, /assets/images/ecosystem/showcase-application-gallery-960.webp 960w, /assets/images/ecosystem/showcase-application-gallery-1280.webp 1280w, /assets/images/ecosystem/showcase-application-gallery.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/cms-content-infrastructure-c165bfd8ddac.webp,images/cms-content-infrastructure-c165bfd8ddac.webp,Featured image for CMS,1672,941,lazy,webp,345632,True,"/images/cms-content-infrastructure-c165bfd8ddac-640.webp 640w, /images/cms-content-infrastructure-c165bfd8ddac-960.webp 960w, /images/cms-content-infrastructure-c165bfd8ddac-1280.webp 1280w, /images/cms-content-infrastructure-c165bfd8ddac.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/crud-api-application-stack-c24f97341118.webp,images/crud-api-application-stack-c24f97341118.webp,Featured image for CRUD API Showcase,1672,941,lazy,webp,177314,True,"/images/crud-api-application-stack-c24f97341118-640.webp 640w, /images/crud-api-application-stack-c24f97341118-960.webp 960w, /images/crud-api-application-stack-c24f97341118-1280.webp 1280w, /images/crud-api-application-stack-c24f97341118.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/ai-chat-conversation-9b03c2fa574c.webp,images/ai-chat-conversation-9b03c2fa574c.webp,Featured image for AI Chat,1672,941,lazy,webp,231888,True,"/images/ai-chat-conversation-9b03c2fa574c-640.webp 640w, /images/ai-chat-conversation-9b03c2fa574c-960.webp 960w, /images/ai-chat-conversation-9b03c2fa574c-1280.webp 1280w, /images/ai-chat-conversation-9b03c2fa574c.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/ssg-static-sites-db4a1b6844d0.webp,images/ssg-static-sites-db4a1b6844d0.webp,Featured image for SSG,1672,941,lazy,webp,243902,True,"/images/ssg-static-sites-db4a1b6844d0-640.webp 640w, /images/ssg-static-sites-db4a1b6844d0-960.webp 960w, /images/ssg-static-sites-db4a1b6844d0-1280.webp 1280w, /images/ssg-static-sites-db4a1b6844d0.webp 1672w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/totalrecall-global-memory-97c41526d9ee.webp,images/totalrecall-global-memory-97c41526d9ee.webp,Featured image for TotalRecall,1536,1024,lazy,webp,280062,True,"/images/totalrecall-global-memory-97c41526d9ee-640.webp 640w, /images/totalrecall-global-memory-97c41526d9ee-960.webp 960w, /images/totalrecall-global-memory-97c41526d9ee-1280.webp 1280w, /images/totalrecall-global-memory-97c41526d9ee.webp 1536w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/tribunal-adversarial-hearing-3968b39e2678.webp,images/tribunal-adversarial-hearing-3968b39e2678.webp,Featured image for Tribunal,1916,821,lazy,webp,21924,True,"/images/tribunal-adversarial-hearing-3968b39e2678-640.webp 640w, /images/tribunal-adversarial-hearing-3968b39e2678-960.webp 960w, /images/tribunal-adversarial-hearing-3968b39e2678-1280.webp 1280w, /images/tribunal-adversarial-hearing-3968b39e2678.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/images/relay-mission-orchestration-42814b17903e.webp,images/relay-mission-orchestration-42814b17903e.webp,Featured image for Relay,1916,821,lazy,webp,28654,True,"/images/relay-mission-orchestration-42814b17903e-640.webp 640w, /images/relay-mission-orchestration-42814b17903e-960.webp 960w, /images/relay-mission-orchestration-42814b17903e-1280.webp 1280w, /images/relay-mission-orchestration-42814b17903e.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/showcase/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/sitekit/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/sitekit/,https://kujolang.ai/images/sitekit-interface-system-7b063362e496.webp,images/sitekit-interface-system-7b063362e496.webp,Featured image for SiteKit,1916,821,eager,webp,211286,True,"../../images/sitekit-interface-system-7b063362e496-640.webp 640w, ../../images/sitekit-interface-system-7b063362e496-960.webp 960w, ../../images/sitekit-interface-system-7b063362e496-1280.webp 1280w, ../../images/sitekit-interface-system-7b063362e496.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/sitekit/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/siteprobe/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/siteprobe/,https://kujolang.ai/images/siteprobe-website-crawler-14da624e9418.webp,images/siteprobe-website-crawler-14da624e9418.webp,Featured image for SiteProbe,1916,821,eager,webp,18338,True,"../../images/siteprobe-website-crawler-14da624e9418-640.webp 640w, ../../images/siteprobe-website-crawler-14da624e9418-960.webp 960w, ../../images/siteprobe-website-crawler-14da624e9418-1280.webp 1280w, ../../images/siteprobe-website-crawler-14da624e9418.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/siteprobe/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/assets/images/ecosystem/skills-agent-guidance-library.webp,assets/images/ecosystem/skills-agent-guidance-library.webp,,1916,821,eager,webp,28862,True,"/assets/images/ecosystem/skills-agent-guidance-library-640.webp 640w, /assets/images/ecosystem/skills-agent-guidance-library-960.webp 960w, /assets/images/ecosystem/skills-agent-guidance-library-1280.webp 1280w, /assets/images/ecosystem/skills-agent-guidance-library.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp,images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp,Featured image for Agents SDK,1916,821,lazy,webp,31214,True,"/images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-640.webp 640w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-960.webp 960w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f-1280.webp 1280w, /images/skill-kujo-agents-sdk-workflows-1653d98f6c6f.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-ai-chat-workflows-3942774566bd.webp,images/skill-kujo-ai-chat-workflows-3942774566bd.webp,Featured image for Kujo AI Chat,1916,821,lazy,webp,25936,True,"/images/skill-kujo-ai-chat-workflows-3942774566bd-640.webp 640w, /images/skill-kujo-ai-chat-workflows-3942774566bd-960.webp 960w, /images/skill-kujo-ai-chat-workflows-3942774566bd-1280.webp 1280w, /images/skill-kujo-ai-chat-workflows-3942774566bd.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-ai-sdk-workflows-7e776837307a.webp,images/skill-kujo-ai-sdk-workflows-7e776837307a.webp,Featured image for Kujo AI SDK,1916,821,lazy,webp,31848,True,"/images/skill-kujo-ai-sdk-workflows-7e776837307a-640.webp 640w, /images/skill-kujo-ai-sdk-workflows-7e776837307a-960.webp 960w, /images/skill-kujo-ai-sdk-workflows-7e776837307a-1280.webp 1280w, /images/skill-kujo-ai-sdk-workflows-7e776837307a.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-assetworks-workflows-ed781489713e.webp,images/skill-kujo-assetworks-workflows-ed781489713e.webp,Featured image for Kujo AssetWorks,1916,821,lazy,webp,23062,True,"/images/skill-kujo-assetworks-workflows-ed781489713e-640.webp 640w, /images/skill-kujo-assetworks-workflows-ed781489713e-960.webp 960w, /images/skill-kujo-assetworks-workflows-ed781489713e-1280.webp 1280w, /images/skill-kujo-assetworks-workflows-ed781489713e.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-backlog-normalizer-49358e67abf9.webp,images/skill-kujo-backlog-normalizer-49358e67abf9.webp,Featured image for Kujo Backlog Normalizer,1916,821,lazy,webp,21320,True,"/images/skill-kujo-backlog-normalizer-49358e67abf9-640.webp 640w, /images/skill-kujo-backlog-normalizer-49358e67abf9-960.webp 960w, /images/skill-kujo-backlog-normalizer-49358e67abf9-1280.webp 1280w, /images/skill-kujo-backlog-normalizer-49358e67abf9.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp,images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp,Featured image for Kujo Benchmarks Capsule,1916,821,lazy,webp,25776,True,"/images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-640.webp 640w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-960.webp 960w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf-1280.webp 1280w, /images/skill-kujo-benchmarks-capsule-workflows-58db43f289bf.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-bluepencil-workflows-dc98ca764cbd.webp,images/skill-kujo-bluepencil-workflows-dc98ca764cbd.webp,Featured image for Kujo BluePencil,1916,821,lazy,webp,33518,True,"/images/skill-kujo-bluepencil-workflows-dc98ca764cbd-640.webp 640w, /images/skill-kujo-bluepencil-workflows-dc98ca764cbd-960.webp 960w, /images/skill-kujo-bluepencil-workflows-dc98ca764cbd-1280.webp 1280w, /images/skill-kujo-bluepencil-workflows-dc98ca764cbd.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-casefile-workflows-f64f85c57ca7.webp,images/skill-kujo-casefile-workflows-f64f85c57ca7.webp,Featured image for Kujo Casefile,1916,821,lazy,webp,26454,True,"/images/skill-kujo-casefile-workflows-f64f85c57ca7-640.webp 640w, /images/skill-kujo-casefile-workflows-f64f85c57ca7-960.webp 960w, /images/skill-kujo-casefile-workflows-f64f85c57ca7-1280.webp 1280w, /images/skill-kujo-casefile-workflows-f64f85c57ca7.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-changebucket-workflows-4d6fc96fdb4c.webp,images/skill-kujo-changebucket-workflows-4d6fc96fdb4c.webp,Featured image for Kujo ChangeBucket,1916,821,lazy,webp,22128,True,"/images/skill-kujo-changebucket-workflows-4d6fc96fdb4c-640.webp 640w, /images/skill-kujo-changebucket-workflows-4d6fc96fdb4c-960.webp 960w, /images/skill-kujo-changebucket-workflows-4d6fc96fdb4c-1280.webp 1280w, /images/skill-kujo-changebucket-workflows-4d6fc96fdb4c.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-cli-contracts-719600233ebd.webp,images/skill-kujo-cli-contracts-719600233ebd.webp,Featured image for Kujo CLI Contracts,1916,821,lazy,webp,31930,True,"/images/skill-kujo-cli-contracts-719600233ebd-640.webp 640w, /images/skill-kujo-cli-contracts-719600233ebd-960.webp 960w, /images/skill-kujo-cli-contracts-719600233ebd-1280.webp 1280w, /images/skill-kujo-cli-contracts-719600233ebd.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
baseline,https://kujolang.ai/ecosystem/skills/,https://kujolang.ai/images/skill-kujo-cms-workflows-ddc02e63ad17.webp,images/skill-kujo-cms-workflows-ddc02e63ad17.webp,Featured image for Kujo CMS,1916,821,lazy,webp,24958,True,"/images/skill-kujo-cms-workflows-ddc02e63ad17-640.webp 640w, /images/skill-kujo-cms-workflows-ddc02e63ad17-960.webp 960w, /images/skill-kujo-cms-workflows-ddc02e63ad17-1280.webp 1280w, /images/skill-kujo-cms-workflows-ddc02e63ad17.webp 1916w","(max-width: 48rem) min(84vw, 19rem), 302px",4,0,
